"","work","collection"
"286","1062_А.Р._Жалоба Коту Бурмосеко, щиту Совести и обличителю всех бессовестных штата калифов Счастливой Аравии","rsl"
"287","1066_Кафтарев Ф.Я._Петропольские ночи: [Поэма]","nlr"
"288","1066_Кафтарев Ф.Я._Петропольские ночи: [Поэма]","rsl"
"289","1066_Кафтарев Ф.Я._Петропольские ночи: [Поэма]","spbgu"
"290","1069_Орлов А._Сказки. Сказка 1-я. О черте и сером кафтане","nlr"
"291","1069_Орлов А._Сказки. Сказка 1-я. О черте и сером кафтане","us_harvard"
"292","1069_Орлов А._Сказки. Сказка 1-я. О черте и сером кафтане","cz_slk"
"293","1070_Орлов А._Чертовы ночи, или новое не любо не слушай, а лгать не мешай","us_harvard"
"294","1073_Данилова Е.П._Отступник : [Поэма] / Соч. Е.П. Даниловой","nlr"
"295","1073_Данилова Е.П._Отступник : [Поэма] / Соч. Е.П. Даниловой","rsl"
"296","1073_Данилова Е.П._Отступник : [Поэма] / Соч. Е.П. Даниловой","rozanov"
"297","1074_NA_Елена Линская: Историческая повесть","nlr"
"298","1074_NA_Елена Линская: Историческая повесть","rozanov"
